Part Number,Condition,Low Price,Avg. Price,High Price,Total Quantity,Hits Day,HIts Week,Hits Month,Normalized_Quantity,Normalized_Searches,Market Attractiveness,Market Attractiveness Category
AIR-ACC1530PMK2-RF,REF,140.73,140.73,140.73,7,4,13,65,0.00024000960038401536,0.03787878787878788,0.5188193891392019,Moderate Attractiveness
CP-8832-3PCC-K9-RF,REF,517.96,517.96,517.96,2,4,12,65,4.000160006400256e-05,0.03787878787878788,0.518919393139362,Moderate Attractiveness
ASA5545-X-K9,REF,1549.0,1549.0,1549.0,5,1,16,65,0.00016000640025601025,0.03787878787878788,0.5188593907392659,Moderate Attractiveness
UCS-SD120GBMS4-EV,REF,120.0,120.0,120.0,2,1,15,65,4.000160006400256e-05,0.03787878787878788,0.518919393139362,Moderate Attractiveness
WS-C2960L-48TQ-LL,REF,750.0,750.0,750.0,3,1,31,65,8.000320012800511e-05,0.03787878787878788,0.5188993923393299,Moderate Attractiveness
SG300-52,REF,195.0,222.5,250.0,2,1,13,65,4.000160006400256e-05,0.03787878787878788,0.518919393139362,Moderate Attractiveness
HUC109060CSS600,REF,41.0,41.0,41.0,3,1,12,65,8.000320012800511e-05,0.03787878787878788,0.5188993923393299,Moderate Attractiveness
CISCO2851-V-K9,REF,140.0,140.0,140.0,3,0,16,65,8.000320012800511e-05,0.03787878787878788,0.5188993923393299,Moderate Attractiveness
N9K-SUP-A-RF,REF,10201.06,10201.06,10201.06,10,0,12,65,0.00036001440057602306,0.03787878787878788,0.5187593867391059,Moderate Attractiveness
SF300-24PP,REF,115.0,294.66,589.0,35,3,30,65,0.001360054402176087,0.03787878787878788,0.5182593667383059,Moderate Attractiveness
CISCO7609-S,REF,250.0,323.33,400.0,20,1,23,64,0.0007600304012160487,0.037296037296037296,0.5182680034474106,Moderate Attractiveness
HWIC-1T1-E1,REF,50.0,110.0,170.0,5,3,21,64,0.00016000640025601025,0.037296037296037296,0.5185680154478907,Moderate Attractiveness
C9200-NM-2Y,REF,795.0,795.0,795.0,1,7,28,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
DS-C9148-16P-K9-V02,REF,125.0,125.0,125.0,1,2,23,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
CP-7925G-A-K9,REF,70.0,319.98,675.0,65,0,15,64,0.002560102404096164,0.037296037296037296,0.5173679674459706,Moderate Attractiveness
MS250-48LP,REF,2729.79,2729.79,2729.79,1,1,21,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
N77-C7706-B26S2E-R,REF,6500.0,6500.0,6500.0,2,0,12,64,4.000160006400256e-05,0.037296037296037296,0.5186280178479866,Moderate Attractiveness
CP-7965G=,REF,25.0,38.0,55.0,16,5,24,64,0.0006000240009600385,0.037296037296037296,0.5183480066475387,Moderate Attractiveness
CP-6941-C-K9-WP,REF,25.0,25.0,25.0,1,0,20,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
CISCO2801-SRST-K9,REF,65.0,65.0,65.0,5,0,9,64,0.00016000640025601025,0.037296037296037296,0.5185680154478907,Moderate Attractiveness
ASA-PWR-AC,REF,245.0,312.0,403.0,38,1,9,64,0.0014800592023680947,0.037296037296037296,0.5179079890468347,Moderate Attractiveness
C887VAG-4G-GA-K9,REF,210.0,319.14,595.0,66,0,9,64,0.002600104004160167,0.037296037296037296,0.5173479666459385,Moderate Attractiveness
ASA5520-AIP10-K9,REF,21.0,21.0,21.0,4,1,22,64,0.00012000480019200768,0.037296037296037296,0.5185880162479226,Moderate Attractiveness
40K28401-B4KIN,NEW,327.0,327.0,327.0,37,1,22,64,0.0014400576023040922,0.037296037296037296,0.5179279898468666,Moderate Attractiveness
PWR-IE480W-PCAC-L,REF,1337.5,1337.5,1337.5,2,5,16,64,4.000160006400256e-05,0.037296037296037296,0.5186280178479866,Moderate Attractiveness
NIM-4MFT-T1-E1-RF,REF,2372.68,2372.68,2372.68,39,2,7,64,0.0015200608024320973,0.037296037296037296,0.5178879882468026,Moderate Attractiveness
N5K-C5548P,REF,200.0,359.17,550.0,17,2,15,64,0.000640025601024041,0.037296037296037296,0.5183280058475066,Moderate Attractiveness
AIRCT5508-500K9-RF,REF,57664.77,57664.77,57664.77,1,2,14,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
WS-C3750V2-48TS-S,REF,60.0,186.4,475.0,7,1,23,64,0.00024000960038401536,0.037296037296037296,0.5185280138478267,Moderate Attractiveness
ASA5585-S60-2A-K9,REF,3500.0,3500.0,3500.0,1,2,20,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
WS-C4507R-E,REF,225.0,372.05,563.2,10,4,15,64,0.00036001440057602306,0.037296037296037296,0.5184680114477307,Moderate Attractiveness
N55-PAC-1100W-RF,REF,925.56,925.56,925.56,1,2,6,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
SG550X-24MPP-K9-JP,REF,1100.0,1100.0,1100.0,2,1,10,64,4.000160006400256e-05,0.037296037296037296,0.5186280178479866,Moderate Attractiveness
SG250X-24P-K9NA-RF,REF,690.14,690.14,690.14,4,2,20,64,0.00012000480019200768,0.037296037296037296,0.5185880162479226,Moderate Attractiveness
STACK-T3-3M,REF,91.77,112.88,134.0,8,2,24,64,0.0002800112004480179,0.037296037296037296,0.5185080130477946,Moderate Attractiveness
A9K-36X10GE-TR,REF,6500.0,6500.0,6500.0,5,2,13,64,0.00016000640025601025,0.037296037296037296,0.5185680154478907,Moderate Attractiveness
C3850-FAN-T1-RF,REF,202.22,202.22,202.22,12,1,17,64,0.00044001760070402814,0.037296037296037296,0.5184280098476667,Moderate Attractiveness
AIR-AP4800-B-K9-RF,REF,1232.49,1232.49,1232.49,1531,0,18,64,0.06120244809792392,0.037296037296037296,0.48804679459905664,Low Attractiveness
CP-7911G=,REF,10.0,15.5,21.0,138,5,17,64,0.005480219208768351,0.037296037296037296,0.5159079090436345,Moderate Attractiveness
7600-ES20-GE3CXL,REF,236.25,2318.12,4400.0,4,0,21,64,0.00012000480019200768,0.037296037296037296,0.5185880162479226,Moderate Attractiveness
SM-X-NIM-ADPTR,REF,107.3,107.3,107.3,3,1,11,64,8.000320012800511e-05,0.037296037296037296,0.5186080170479547,Moderate Attractiveness
CISCO2821 V08,REF,30.0,30.0,30.0,3,2,14,64,8.000320012800511e-05,0.037296037296037296,0.5186080170479547,Moderate Attractiveness
SG550X-24MPP-K9-G5,REF,1100.0,1100.0,1100.0,2,1,10,64,4.000160006400256e-05,0.037296037296037296,0.5186280178479866,Moderate Attractiveness
CISCO 2800,REF,169.0,169.0,169.0,1,0,3,64,0.0,0.037296037296037296,0.5186480186480187,Moderate Attractiveness
FPR4110-ASA-K9,REF,13440.0,14220.0,15000.0,3,5,24,64,8.000320012800511e-05,0.037296037296037296,0.5186080170479547,Moderate Attractiveness
A9K-RSP-4G,REF,127.0,127.0,127.0,2,3,22,64,4.000160006400256e-05,0.037296037296037296,0.5186280178479866,Moderate Attractiveness
X2-10GB-LR-RF,REF,2243.71,2243.71,2243.71,11,8,20,64,0.00040001600064002563,0.037296037296037296,0.5184480106476986,Moderate Attractiveness
MK3001GRRB,REF,47.0,47.0,47.0,3,0,4,64,8.000320012800511e-05,0.037296037296037296,0.5186080170479547,Moderate Attractiveness
N7K-C7010-V2,REF,850.0,850.0,850.0,2,0,13,64,4.000160006400256e-05,0.037296037296037296,0.5186280178479866,Moderate Attractiveness
CISCO2951-V-K9,REF,95.0,258.33,400.0,26,2,21,63,0.001000040001600064,0.03671328671328671,0.5178566233558434,Moderate Attractiveness
WSP-Q40GLR4L,REF,312.0,312.0,312.0,3,3,19,63,8.000320012800511e-05,0.03671328671328671,0.5183166417565793,Moderate Attractiveness
WS-C3750-24TS-E,REF,35.0,57.83,80.0,34,0,16,63,0.0013200528021120844,0.03671328671328671,0.5176966169555873,Moderate Attractiveness
SSDSC2BB120G6K-CISCO,REF,110.0,110.0,110.0,22,2,7,63,0.0008400336013440539,0.03671328671328671,0.5179366265559713,Moderate Attractiveness
WS-X6716-10G-3C,REF,95.0,239.9,614.4,39,5,17,63,0.0015200608024320973,0.03671328671328671,0.5175966129554274,Moderate Attractiveness
MR18-HW,REF,14.0,85.25,197.0,25,4,21,63,0.0009600384015360615,0.03671328671328671,0.5178766241558753,Moderate Attractiveness
ASA-PWR-AC-RF,REF,812.07,812.07,812.07,12,1,11,63,0.00044001760070402814,0.03671328671328671,0.5181366345562913,Moderate Attractiveness
X2-10GB-LR-OPT,REF,6.0,6.0,6.0,45,10,19,63,0.0017600704028161126,0.03671328671328671,0.5174766081552353,Moderate Attractiveness
NIM-2FXS-4FXO-RF,REF,803.84,803.84,803.84,3,1,15,63,8.000320012800511e-05,0.03671328671328671,0.5183166417565793,Moderate Attractiveness
UCSC-MRAID12G-1GB,REF,22.0,56.0,75.0,29,1,10,63,0.0011200448017920717,0.03671328671328671,0.5177966209557473,Moderate Attractiveness
CP-7965G,REF,19.99,37.39,70.0,82,6,25,63,0.0032401296051842074,0.03671328671328671,0.5167365785540513,Moderate Attractiveness
ASA 5525-X ASA5525-K,REF,1832.37,1832.37,1832.37,3,4,15,63,8.000320012800511e-05,0.03671328671328671,0.5183166417565793,Moderate Attractiveness
WS-X6848-SFP-2T,REF,475.0,920.2,1750.0,27,0,16,63,0.0010400416016640665,0.03671328671328671,0.5178366225558113,Moderate Attractiveness
PWR-C49-300AC=,REF,35.0,35.0,35.0,26,3,20,63,0.001000040001600064,0.03671328671328671,0.5178566233558434,Moderate Attractiveness
C3KX-SM-10G,REF,99.0,189.75,350.0,20,2,18,63,0.0007600304012160487,0.03671328671328671,0.5179766281560353,Moderate Attractiveness
CISCO,REF,68.0,68.0,68.0,1,1,4,63,0.0,0.03671328671328671,0.5183566433566433,Moderate Attractiveness
ASA5515-K8,REF,225.0,225.0,225.0,3,1,11,63,8.000320012800511e-05,0.03671328671328671,0.5183166417565793,Moderate Attractiveness
CP-7832-K9-RF,REF,462.89,462.89,462.89,77,1,16,63,0.003040121604864195,0.03671328671328671,0.5168365825542113,Moderate Attractiveness
CISCO2801-AC-IP,REF,50.0,50.0,50.0,1,0,12,63,0.0,0.03671328671328671,0.5183566433566433,Moderate Attractiveness
UCSC-PSU-650W,REF,23.0,43.33,120.65,343,0,20,63,0.013680547221888875,0.03671328671328671,0.5115163697456989,Moderate Attractiveness
CISCO3825-V3PN-K9,REF,450.0,450.0,450.0,2,1,15,63,4.000160006400256e-05,0.03671328671328671,0.5183366425566114,Moderate Attractiveness
C887VA-W-E-K9,REF,70.0,142.33,180.0,12,0,14,63,0.00044001760070402814,0.03671328671328671,0.5181366345562913,Moderate Attractiveness
PWR-C45-4200ACV-2,REF,28.0,28.0,28.0,3,3,14,63,8.000320012800511e-05,0.03671328671328671,0.5183166417565793,Moderate Attractiveness
N9K-SUP-A SUPERVISOR CARD,REF,199.0,199.0,199.0,2,0,12,63,4.000160006400256e-05,0.03671328671328671,0.5183366425566114,Moderate Attractiveness
SG500-28-K9-G5,REF,349.0,349.0,349.0,6,1,21,63,0.0002000080003200128,0.03671328671328671,0.5182566393564834,Moderate Attractiveness
QSFP-4SFP10G-CU1M,REF,85.0,90.0,95.0,3,2,20,63,8.000320012800511e-05,0.03671328671328671,0.5183166417565793,Moderate Attractiveness
ASA5545-X-K8-VPN-PL,REF,799.0,799.0,799.0,4,1,16,63,0.00012000480019200768,0.03671328671328671,0.5182966409565474,Moderate Attractiveness
WS-C4900M-2X2-10GB,REF,199.0,199.0,199.0,4,1,15,63,0.00012000480019200768,0.03671328671328671,0.5182966409565474,Moderate Attractiveness
QLE2562-CSC,REF,1.0,94.33,381.0,141,3,13,63,0.0056002240089603585,0.03671328671328671,0.5155565313521632,Moderate Attractiveness
CP-7911G,REF,14.0,19.67,25.0,157,5,17,62,0.0062402496099844,0.03613053613053613,0.5149451432602759,Moderate Attractiveness
QSFP-H40G-AOC3M=,REF,125.0,125.0,125.0,6,5,12,62,0.0002000080003200128,0.03613053613053613,0.517965264065108,Moderate Attractiveness
WS-X6848-SFP-2TXL,REF,1200.0,1500.0,1800.0,3,0,11,62,8.000320012800511e-05,0.03613053613053613,0.5180252664652041,Moderate Attractiveness
PWR-C4-950WAC-R-RF,REF,1145.38,1145.38,1145.38,67,3,27,62,0.002640105604224169,0.03613053613053613,0.516745215263156,Moderate Attractiveness
C2960X-BLANK,REF,25.0,32.5,40.0,50,3,16,62,0.0019600784031361257,0.03613053613053613,0.5170852288637,Moderate Attractiveness
UCSC-RAID-M5,REF,275.0,405.0,620.0,10,2,8,62,0.00036001440057602306,0.03613053613053613,0.5178852608649801,Moderate Attractiveness
ST9500620NS,REF,35.0,50.0,65.0,27,4,26,62,0.0010400416016640665,0.03613053613053613,0.5175452472644361,Moderate Attractiveness
WS-SUP720-3,REF,129.0,129.0,129.0,1,1,19,62,0.0,0.03613053613053613,0.5180652680652681,Moderate Attractiveness
DS-C9148-32P-K9,REF,393.0,422.2,455.0,8,2,21,62,0.0002800112004480179,0.03613053613053613,0.517925262465044,Moderate Attractiveness
PWR-C49E-300AC-F,REF,95.0,173.5,277.0,34,0,16,62,0.0013200528021120844,0.03613053613053613,0.517405241664212,Moderate Attractiveness
WS-CAC-6000W=,REF,53.0,53.0,53.0,2,1,10,62,4.000160006400256e-05,0.03613053613053613,0.518045267265236,Moderate Attractiveness
CISCO3925-K9-2PSU,REF,75.0,75.0,75.0,1,2,8,62,0.0,0.03613053613053613,0.5180652680652681,Moderate Attractiveness
ST91000640NS-CISCO,REF,25.0,25.0,25.0,83,3,14,62,0.0032801312052482103,0.03613053613053613,0.516425202462644,Moderate Attractiveness
NXA-PAC-500W,REF,270.0,328.0,386.0,7,1,14,62,0.00024000960038401536,0.03613053613053613,0.5179452632650761,Moderate Attractiveness
CAB-CONSOLE-RJ45=,REF,16.0,16.0,16.0,5,2,15,62,0.00016000640025601025,0.03613053613053613,0.5179852648651401,Moderate Attractiveness
ASA-IC-6GE-CU-C,REF,1500.0,1500.0,1500.0,1,0,10,62,0.0,0.03613053613053613,0.5180652680652681,Moderate Attractiveness
AIR-PWR-B,REF,12.0,41.0,70.0,291,5,23,62,0.011600464018560743,0.03613053613053613,0.5122650360559877,Moderate Attractiveness
SFP-GE-L,REF,8.0,30.8,145.0,454,1,13,62,0.01812072482899316,0.03613053613053613,0.5090049056507715,Moderate Attractiveness
SG250-08HP-K9,REF,182.0,182.0,182.0,3,1,21,62,8.000320012800511e-05,0.03613053613053613,0.5180252664652041,Moderate Attractiveness
SF300-48PP-K9,REF,189.0,232.74,259.47,9,0,16,62,0.0003200128005120205,0.03613053613053613,0.517905261665012,Moderate Attractiveness
N7K-SUP1-8GBUPG,REF,249.0,249.0,249.0,18,11,16,62,0.0006800272010880436,0.03613053613053613,0.5177252544647241,Moderate Attractiveness
CISCO881-SEC-K9,REF,19.0,40.0,65.0,780,3,20,62,0.031161246449857995,0.03613053613053613,0.5024846448403391,Moderate Attractiveness
WS-CAC-6000W,REF,35.0,72.21,225.0,101,1,8,62,0.004000160006400256,0.03613053613053613,0.5160651880620679,Moderate Attractiveness
CISCO2801-V3PN-K9,REF,180.0,180.0,180.0,5,0,10,61,0.00016000640025601025,0.035547785547785545,0.5176938895737647,Moderate Attractiveness
N55-D160L3-V2,REF,1250.0,1250.0,1250.0,1,0,10,61,0.0,0.035547785547785545,0.5177738927738927,Moderate Attractiveness
WS-X4148-RJ21,REF,30.28,81.26,132.23,13,6,13,61,0.00048001920076803077,0.035547785547785545,0.5175338831735088,Moderate Attractiveness
AIR-LAP1142N-E-K9,REF,7.0,30.31,125.0,270,2,18,61,0.010760430417216688,0.035547785547785545,0.5123936775652844,Moderate Attractiveness
AIR-PWRINJ4,REF,18.0,36.29,75.0,75,4,17,61,0.0029601184047361897,0.035547785547785545,0.5162938335715247,Moderate Attractiveness
QSFP-H40G-AOC3M-WS,REF,861.92,861.92,861.92,1,5,12,61,0.0,0.035547785547785545,0.5177738927738927,Moderate Attractiveness
LPE16002,REF,365.0,365.0,365.0,21,1,22,61,0.0008000320012800513,0.035547785547785545,0.5173738767732527,Moderate Attractiveness
MS425-32-HW,REF,7620.0,7620.0,7620.0,1,3,11,61,0.0,0.035547785547785545,0.5177738927738927,Moderate Attractiveness
CISCO2951-K9 SM-ES3G,REF,513.85,513.85,513.85,5,1,19,61,0.00016000640025601025,0.035547785547785545,0.5176938895737647,Moderate Attractiveness
PWR-C45-4200ACV,REF,50.0,150.49,551.89,31,3,13,61,0.0012000480019200767,0.035547785547785545,0.5171738687729327,Moderate Attractiveness
WS-X4748-RJ45-E-RF,REF,4747.94,4747.94,4747.94,154,2,8,61,0.006120244809792392,0.035547785547785545,0.5147137703689966,Moderate Attractiveness
UCSC-C220-M4S-MRAID-12G,REF,599.0,599.0,599.0,1,2,10,61,0.0,0.035547785547785545,0.5177738927738927,Moderate Attractiveness
WS-X4597+E,REF,250.0,250.0,250.0,2,4,17,61,4.000160006400256e-05,0.035547785547785545,0.5177538919738608,Moderate Attractiveness
RACK-KIT-T1,REF,22.0,23.5,25.0,26,1,13,61,0.001000040001600064,0.035547785547785545,0.5172738727730928,Moderate Attractiveness
ASR-9010-FAN,REF,225.0,225.0,225.0,25,3,15,61,0.0009600384015360615,0.035547785547785545,0.5172938735731247,Moderate Attractiveness
SG500X-48P-K9,REF,833.0,916.5,1000.0,4,0,18,61,0.00012000480019200768,0.035547785547785545,0.5177138903737968,Moderate Attractiveness
N77-C7706,REF,499.0,1832.67,4500.0,8,0,11,61,0.0002800112004480179,0.035547785547785545,0.5176338871736688,Moderate Attractiveness
C6800-XL-3KW-AC,REF,550.0,620.27,722.0,10,4,13,61,0.00036001440057602306,0.035547785547785545,0.5175938855736048,Moderate Attractiveness
CISCO2951-K9 SM ES3G,REF,1037.87,1037.87,1037.87,1,1,19,61,0.0,0.035547785547785545,0.5177738927738927,Moderate Attractiveness
SF300-48PP-K9-UK,REF,399.0,399.0,399.0,2,0,16,61,4.000160006400256e-05,0.035547785547785545,0.5177538919738608,Moderate Attractiveness
ASA5515-X-PL,REF,299.0,299.0,299.0,4,0,17,61,0.00012000480019200768,0.035547785547785545,0.5177138903737968,Moderate Attractiveness
N9K-PAC-650W-RF,REF,450.92,450.92,450.92,6,1,5,61,0.0002000080003200128,0.035547785547785545,0.5176738887737328,Moderate Attractiveness
ASR1006-PWR-DC,REF,397.0,397.0,397.0,18,2,14,61,0.0006800272010880436,0.035547785547785545,0.5174338791733487,Moderate Attractiveness
NIM-4FXS,REF,82.0,82.0,82.0,2,1,25,61,4.000160006400256e-05,0.035547785547785545,0.5177538919738608,Moderate Attractiveness
CP-7925G-E-K9,REF,260.0,260.0,260.0,5,0,13,61,0.00016000640025601025,0.035547785547785545,0.5176938895737647,Moderate Attractiveness
CISCO3945-CHASSIS,REF,125.0,181.25,350.0,8,1,19,60,0.0002800112004480179,0.03496503496503497,0.5173425118822934,Moderate Attractiveness
WS-X4013+TS,REF,14.0,35.0,56.0,6,2,17,60,0.0002000080003200128,0.03496503496503497,0.5173825134823574,Moderate Attractiveness
UCS-PSU-6248UP-AC,REF,60.0,98.86,165.0,89,1,21,60,0.0035201408056322256,0.03496503496503497,0.5157224470797014,Moderate Attractiveness
HWIC-4ESW-POE,REF,120.0,120.0,120.0,6,0,7,60,0.0002000080003200128,0.03496503496503497,0.5173825134823574,Moderate Attractiveness
CISCO2951-K9 2951-K9,REF,208.33,208.33,208.33,1,1,19,60,0.0,0.03496503496503497,0.5174825174825175,Moderate Attractiveness
J8702A,REF,20.0,20.0,20.0,1,2,16,60,0.0,0.03496503496503497,0.5174825174825175,Moderate Attractiveness
ASA-BRACKETS,REF,60.0,60.0,60.0,4,1,10,60,0.00012000480019200768,0.03496503496503497,0.5174225150824214,Moderate Attractiveness
WS-C4507R-E=,REF,350.0,350.0,350.0,3,4,15,60,8.000320012800511e-05,0.03496503496503497,0.5174425158824535,Moderate Attractiveness
ASA5515-X-K8,REF,250.0,250.0,250.0,4,0,17,60,0.00012000480019200768,0.03496503496503497,0.5174225150824214,Moderate Attractiveness
CISCO2951 K9-2951-K9,REF,61.55,61.55,61.55,1,1,19,60,0.0,0.03496503496503497,0.5174825174825175,Moderate Attractiveness
ASA5505-RACKMNT-RF,REF,180.9,180.9,180.9,1,2,8,60,0.0,0.03496503496503497,0.5174825174825175,Moderate Attractiveness
N7K-SUP1 WITH MEMORY,REF,120.0,120.0,120.0,1,11,16,60,0.0,0.03496503496503497,0.5174825174825175,Moderate Attractiveness
AIR-LAP1142N-E K9,REF,25.95,25.95,25.95,6,2,18,60,0.0002000080003200128,0.03496503496503497,0.5173825134823574,Moderate Attractiveness
UCSC-C220-M4S-CTRL,REF,549.0,549.0,549.0,2,2,10,60,4.000160006400256e-05,0.03496503496503497,0.5174625166824854,Moderate Attractiveness
SM-X-ES3-16-P,REF,1500.0,1500.0,1500.0,1,3,24,60,0.0,0.03496503496503497,0.5174825174825175,Moderate Attractiveness
AIR-LAP1142N E-K9,REF,25.95,25.95,25.95,6,2,18,60,0.0002000080003200128,0.03496503496503497,0.5173825134823574,Moderate Attractiveness
UCS-MR-1X162RV-A,REF,69.0,140.46,312.0,204,8,21,60,0.008120324812992519,0.03496503496503497,0.5134223550760212,Moderate Attractiveness
SG250-26-K9-NA-LN,REF,140.4,140.4,140.4,2,3,11,60,4.000160006400256e-05,0.03496503496503497,0.5174625166824854,Moderate Attractiveness
CISCO2801-CCME-K9,REF,110.0,110.0,110.0,5,0,9,60,0.00016000640025601025,0.03496503496503497,0.5174025142823895,Moderate Attractiveness
IEM-3300-16T-RF,REF,1909.24,1909.24,1909.24,7,6,12,60,0.00024000960038401536,0.03496503496503497,0.5173625126823255,Moderate Attractiveness
N7K-SUP1 WITHOUT MEMORY,REF,50.0,50.0,50.0,1,11,16,60,0.0,0.03496503496503497,0.5174825174825175,Moderate Attractiveness
WS-C4900M-MEM-1GB,REF,300.0,300.0,300.0,3,1,11,60,8.000320012800511e-05,0.03496503496503497,0.5174425158824535,Moderate Attractiveness
A9K-RSP-4G=,REF,106.0,106.0,106.0,2,3,22,60,4.000160006400256e-05,0.03496503496503497,0.5174625166824854,Moderate Attractiveness
CP-8831-DCU-S,REF,7.0,48.67,94.0,20,1,10,60,0.0007600304012160487,0.03496503496503497,0.5171025022819095,Moderate Attractiveness
SG500X-24-K9,REF,290.0,447.67,633.0,6,0,15,60,0.0002000080003200128,0.03496503496503497,0.5173825134823574,Moderate Attractiveness
CISCO2951-K9-2951-K9,REF,288.82,288.82,288.82,6,1,19,60,0.0002000080003200128,0.03496503496503497,0.5173825134823574,Moderate Attractiveness
WS-X4013+10GE,REF,80.0,386.1,700.0,11,1,9,60,0.00040001600064002563,0.03496503496503497,0.5172825094821975,Moderate Attractiveness
QSFP-H40G-AOC10M,REF,350.0,350.0,350.0,19,1,10,60,0.0007200288011520461,0.03496503496503497,0.5171225030819414,Moderate Attractiveness
CISCO2951 K9 2951-K9,REF,288.82,288.82,288.82,4,1,19,60,0.00012000480019200768,0.03496503496503497,0.5174225150824214,Moderate Attractiveness
CAB-RPS2300-E-RF,REF,106.99,106.99,106.99,2,4,18,60,4.000160006400256e-05,0.03496503496503497,0.5174625166824854,Moderate Attractiveness
ASA-5515-X ASA5515-X,REF,369.69,369.69,369.69,1,0,17,59,0.0,0.034382284382284384,0.5171911421911422,Moderate Attractiveness
AIR-AP4800-B-K9,REF,177.8,177.8,177.8,3,0,19,59,8.000320012800511e-05,0.034382284382284384,0.5171511405910781,Moderate Attractiveness
PIX-535-FO-BUN,REF,500.0,500.0,500.0,3,0,15,59,8.000320012800511e-05,0.034382284382284384,0.5171511405910781,Moderate Attractiveness
NIM-8MFT-T1-E1-RF,REF,4821.2,4821.2,4821.2,3,0,11,59,8.000320012800511e-05,0.034382284382284384,0.5171511405910781,Moderate Attractiveness
WITH 73-3286-04 AND,REF,82.78,82.78,82.78,10,4,17,59,0.00036001440057602306,0.034382284382284384,0.5170111349908542,Moderate Attractiveness
VIC3-2E-M,REF,75.0,75.0,75.0,53,1,12,59,0.0020800832033281333,0.034382284382284384,0.5161511005894781,Moderate Attractiveness
PWR-C6-600WAC=,REF,489.0,489.0,489.0,32,1,12,59,0.0012400496019840794,0.034382284382284384,0.5165711173901502,Moderate Attractiveness
QSFP-H40GAOC10M-RF,REF,502.0,502.0,502.0,19,1,10,59,0.0007200288011520461,0.034382284382284384,0.5168311277905662,Moderate Attractiveness
NIM-4FXS-RF,REF,574.17,574.17,574.17,24,1,25,59,0.0009200368014720589,0.034382284382284384,0.5167311237904062,Moderate Attractiveness
UCSC-C220-M3S,REF,325.0,537.5,750.0,6,0,7,59,0.0002000080003200128,0.034382284382284384,0.5170911381909822,Moderate Attractiveness
CP-7941G,REF,10.0,18.39,35.35,49,4,15,59,0.001920076803072123,0.034382284382284384,0.5162311037896061,Moderate Attractiveness
SG300-52MP,REF,450.0,450.0,450.0,3,2,8,59,8.000320012800511e-05,0.034382284382284384,0.5171511405910781,Moderate Attractiveness
PWR-C49E-300ACF-RF,REF,293.14,293.14,293.14,10,0,16,59,0.00036001440057602306,0.034382284382284384,0.5170111349908542,Moderate Attractiveness
ATA186-I1-A,REF,48.86,48.86,48.86,3,5,11,59,8.000320012800511e-05,0.034382284382284384,0.5171511405910781,Moderate Attractiveness
WS-SUP720 73-9046-08,REF,853.96,853.96,853.96,2,1,17,59,4.000160006400256e-05,0.034382284382284384,0.5171711413911102,Moderate Attractiveness
HWIC-D-9ESW-POE,REF,168.0,168.0,168.0,3,0,15,59,8.000320012800511e-05,0.034382284382284384,0.5171511405910781,Moderate Attractiveness
AIR-AP2702E-UXK9,REF,231.0,315.0,399.0,9,6,26,59,0.0003200128005120205,0.034382284382284384,0.5170311357908862,Moderate Attractiveness
MR34-HW,REF,100.0,100.0,100.0,10,0,11,59,0.00036001440057602306,0.034382284382284384,0.5170111349908542,Moderate Attractiveness
WS-SUP720 68-2051-04,REF,114.39,114.39,114.39,2,1,17,59,4.000160006400256e-05,0.034382284382284384,0.5171711413911102,Moderate Attractiveness
CISCO1801-K9,REF,70.0,70.0,70.0,31,0,24,59,0.0012000480019200767,0.034382284382284384,0.5165911181901821,Moderate Attractiveness
N9K-C93120TX-RF,REF,11047.16,11047.16,11047.16,1,1,16,59,0.0,0.034382284382284384,0.5171911421911422,Moderate Attractiveness
ASA 5515-X ASA5515-X,REF,808.7,808.7,808.7,1,0,17,59,0.0,0.034382284382284384,0.5171911421911422,Moderate Attractiveness
M393A2K40BB2-CTD,REF,68.0,68.0,68.0,13,1,8,59,0.00048001920076803077,0.034382284382284384,0.5169511325907582,Moderate Attractiveness
AIR-PWRINJ4=,REF,75.0,75.0,75.0,4,4,17,59,0.00012000480019200768,0.034382284382284384,0.5171311397910462,Moderate Attractiveness
N5K-C5010P-BF,REF,133.0,196.56,250.0,55,5,19,59,0.0021600864034561386,0.034382284382284384,0.5161110989894141,Moderate Attractiveness
CISCO891-K9,REF,39.0,93.61,198.86,25,2,9,59,0.0009600384015360615,0.034382284382284384,0.5167111229903741,Moderate Attractiveness
CP-8945-K9-R,REF,30.0,30.0,30.0,3,0,9,59,8.000320012800511e-05,0.034382284382284384,0.5171511405910781,Moderate Attractiveness
QSFP-100G-SM-SR,REF,365.0,365.0,365.0,2,0,6,59,4.000160006400256e-05,0.034382284382284384,0.5171711413911102,Moderate Attractiveness
WS-C6K-9SLOT-FAN2,REF,10.0,122.58,328.07,16,0,31,58,0.0006000240009600385,0.0337995337995338,0.5165997548992869,Moderate Attractiveness
WS-C4510R-E,REF,190.0,405.0,575.0,6,5,16,58,0.0002000080003200128,0.0337995337995338,0.5167997628996068,Moderate Attractiveness
